#x1 y1 z1 m1 x2 y2 z2 m2 nx ny nz disp1 disp2
#        5520
 156.325  91.585  63.516  4.5258e+10 156.549  91.881  63.553  3.9661e+11  -0.014   0.021  -0.085   0.235   0.251
 156.375 117.035 240.911  8.7480e+11 156.461 116.953 240.591  4.3184e+11  -0.008   0.665  -0.173   0.592   0.508
 156.383  55.814  29.848  7.0393e+11 156.171  56.078  29.551  3.1355e+11   0.530   0.038  -0.343   0.282   0.210
 156.424  97.440 175.911  1.2832e+11 156.039  97.147 175.849  6.1477e+11  -0.286   0.290   0.411   0.000   0.000
 156.434 182.030 198.866  7.2683e+11 156.260 182.434 199.099  1.9990e+13   0.747   0.491  -0.293   0.000   0.000
 156.461 116.953 240.591  4.3184e+11 156.375 117.035 240.911  8.7480e+11  -0.008   0.665  -0.173   0.249   0.300
 156.549  91.881  63.553  3.9661e+11 156.325  91.585  63.516  4.5258e+10  -0.014   0.021  -0.085   0.386   0.364
 156.592 116.732 223.404  2.4553e+11 157.063 116.461 223.411  2.7317e+11   0.119   0.220   0.510   0.506   0.459
 156.601  30.520 163.899  9.5908e+11 156.507  30.095 164.020  1.1978e+11   0.334   0.036   0.388   0.405   0.394
 156.603   1.011 185.255  2.7530e+12 156.154   0.805 185.279  3.0186e+12  -0.043   0.087  -0.063   0.074   0.083
 156.669 180.208 223.032  2.6323e+12 156.990 180.030 222.891  9.6979e+11   0.052   0.032   0.078   0.125   0.083
 156.734  86.825  50.007  2.5623e+11 156.148  86.464  50.240  6.3740e+11   0.097   0.273   0.667   0.087   0.099
 156.789  32.924  59.967  1.4824e+11 157.002  32.638  60.072  6.6288e+11   0.192   0.017  -0.341   0.356   0.281
 156.840   2.643 212.837  4.4458e+11 157.423   2.563 213.030  5.3374e+11   0.129   0.408  -0.222   0.127   0.131
 156.852 229.827 158.038  1.0623e+11 156.902 230.044 158.460  1.2371e+11  -0.118   0.102  -0.039   0.114   0.106
 157.002  32.638  60.072  6.6288e+11 156.789  32.924  59.967  1.4824e+11   0.192   0.017  -0.341   0.123   0.155
 157.023 225.455 242.740  2.4660e+12 157.329 225.705 242.652  1.1450e+11  -0.255   0.109  -0.580   0.067   0.032
 157.093  62.972 128.385  8.2859e+11 157.008  63.498 128.429  2.5361e+12  -0.467  -0.051  -0.303   0.246   0.102
 157.103  69.383  50.816  7.5312e+11 157.404  69.184  51.182  1.7195e+11   0.114  -0.213  -0.210   0.128   0.128
 157.132 174.933 225.517  1.4833e+12 157.348 175.093 225.127  5.6220e+11  -0.357   0.015  -0.192   0.118   0.108
 157.267  94.451 138.072  1.8713e+11 157.648  94.478 138.426  2.2520e+11  -0.119   0.553   0.086   0.315   0.299
 157.357 195.260 136.787  6.0840e+11 157.722 194.934 136.872  4.1793e+12   0.360   0.460   0.224   0.042   0.042
 157.364  35.025 126.844  1.2721e+13 157.786  34.513 127.221  1.7871e+13  -0.083  -0.283  -0.291   0.000   0.000
 157.393  55.807  95.662  1.3686e+11 157.269  55.491  95.845  3.7263e+10  -0.017  -0.100  -0.184   0.094   0.080
 157.404  69.184  51.182  1.7195e+11 157.103  69.383  50.816  7.5312e+11   0.114  -0.213  -0.210   0.196   0.205
 157.423   2.563 213.030  5.3374e+11 156.840   2.643 212.837  4.4458e+11   0.129   0.408  -0.222   0.269   0.256
 157.433 229.138 172.900  1.0961e+13 157.069 229.502 173.092  1.2466e+12   0.685   0.686  -0.003   0.185   0.223
 157.464 154.592 234.847  6.3388e+11 157.508 154.074 235.088  3.2968e+11  -0.130  -0.008   0.006   0.514   0.513
 157.481 137.293  91.729  3.9932e+11 157.500 137.578  91.939  6.7209e+10  -0.278  -0.223   0.330   0.137   0.200
 157.501 230.127 246.098  1.7043e+12 157.617 229.968 245.943  3.7575e+11   0.198  -0.219   0.372   0.260   0.458
 157.508 154.074 235.088  3.2968e+11 157.464 154.592 234.847  6.3388e+11  -0.130  -0.008   0.006   0.256   0.258
 157.555  81.899 153.104  6.4363e+10 157.275  81.949 152.846  7.3713e+10   0.669  -0.066  -0.739   0.104   0.105
 157.617 229.968 245.943  3.7575e+11 157.501 230.127 246.098  1.7043e+12   0.198  -0.219   0.372   0.405   0.227
 157.652 142.444 213.796  1.0583e+11 157.480 142.619 214.096  7.7060e+11  -0.065   0.352  -0.243   0.082   0.106
 157.663 151.807 129.401  5.3442e+11 158.023 152.159 129.628  2.6978e+11  -0.306   0.375  -0.096   0.166   0.147
 157.682  40.305  74.973  1.3577e+11 157.723  40.184  75.416  4.6071e+10   0.415  -0.483  -0.170   0.085   0.081
 157.719 199.159 172.628  4.0854e+11 158.060 199.355 172.700  1.1030e+11  -0.206   0.329   0.079   0.045   0.061
 157.787 243.339 119.785  3.6984e+12 157.826 243.434 120.122  7.0380e+11   0.414   0.249  -0.117   0.089   0.176
 157.826 243.434 120.122  7.0380e+11 157.787 243.339 119.785  3.6984e+12   0.414   0.249  -0.117   0.133   0.070
 157.867 219.554 116.474  7.6498e+12 157.876 219.959 117.180  2.1552e+13   0.185   0.505  -0.292   0.019   0.037
 157.879  68.794 142.776  9.1193e+10 158.057  68.839 143.135  1.4174e+11   0.040   0.337  -0.062   0.101   0.121
 157.894 151.644  35.655  9.4851e+10 157.715 151.450  35.304  4.9363e+11   0.416  -0.019  -0.201   0.088   0.074
 157.946  70.639  92.721  4.5651e+11 158.069  70.879  92.926  3.5027e+11  -0.007   0.273  -0.315   0.172   0.178
 157.985   2.196  26.535  2.4866e+12 157.723   2.087  26.864  1.1125e+11   0.290  -0.373   0.107   0.127   0.167
 157.991 107.856 217.887  4.1638e+12 158.287 107.826 217.727  2.8997e+11  -0.225   0.147  -0.441   0.128   0.073
 158.068 226.852 226.980  8.5719e+11 158.323 226.643 227.305  2.2927e+11   0.484  -0.179  -0.495   0.314   0.335
 158.077  88.859 138.445  1.4482e+12 157.456  88.978 138.117  2.6079e+12  -0.210  -0.221   0.318   0.323   0.310
 158.087 223.636 215.701  2.3138e+13 158.595 223.865 215.570  1.1603e+12   0.066  -0.018   0.226   0.000   0.000
 158.124 169.720 208.213  1.9079e+11 157.778 169.677 208.427  1.7661e+12   0.223  -0.163   0.326   0.026   0.041
 158.137 238.991  86.957  8.4621e+11 158.229 238.817  87.344  4.5393e+10   0.402   0.316   0.048   0.087   0.083
 158.172 233.027 103.039  9.8673e+11 158.462 233.388 102.953  1.5885e+12  -0.071   0.097   0.167   0.099   0.038
 158.237 161.841 126.089  5.9865e+11 158.469 161.694 126.443  1.2818e+11  -0.117   0.014   0.083   0.077   0.061
 158.257 182.620 181.960  4.3388e+11 157.990 182.861 181.719  1.1106e+12  -0.331   0.315   0.682   0.132   0.150
 158.268  68.995  67.082  8.9187e+11 157.692  69.285  67.051  1.2859e+11   0.186   0.355  -0.135   0.102   0.124
 158.288 217.591 170.057  1.7073e+13 158.715 218.405 169.770  1.4597e+13  -0.378   0.440   0.687   0.419   0.467
 158.357 223.717 215.649  1.5476e+12 158.087 223.636 215.701  2.3138e+13   0.105  -0.030   0.501   0.313   0.121
 158.361  93.860 189.300  1.6694e+11 158.157  94.126 189.701  9.4580e+10   0.097  -0.213   0.191   0.053   0.053
 158.426  13.877 131.740  8.9797e+11 158.379  13.165 131.580  2.5866e+12   0.075  -0.048   0.193   0.166   0.185
 158.449  48.887 236.429  2.4878e+11 158.366  49.278 236.674  9.3767e+10   0.047   0.003   0.011   0.072   0.043
 158.462 233.388 102.953  1.5885e+12 158.172 233.027 103.039  9.8673e+11  -0.071   0.097   0.167   0.121   0.302
 158.517  77.546  63.589  1.5071e+12 158.538  77.477  63.841  4.0271e+11  -0.555   0.152   0.087   0.412   0.308
 158.575 219.982 165.732  1.3262e+12 158.700 219.770 166.092  2.9808e+12  -0.148   0.057   0.085   0.501   0.358
 158.592 215.692 107.703  7.0597e+11 158.755 215.587 107.507  6.8496e+11   0.369   0.743  -0.093   0.317   0.233
 158.593 205.367   4.262  1.8835e+11 158.797 205.698   4.323  1.0744e+12  -0.191   0.186  -0.369   0.050   0.031
 158.621 144.342  47.962  1.2426e+11 158.646 143.933  48.013  4.3632e+10   0.076  -0.084  -0.717   0.036   0.024
 158.724 227.833  63.490  6.2602e+10 158.445 227.876  63.831  1.6545e+11   0.310  -0.241   0.284   0.133   0.129
 158.797 205.698   4.323  1.0744e+12 158.593 205.367   4.262  1.8835e+11  -0.191   0.186  -0.369   0.092   0.157
 158.878  53.538 165.447  1.3416e+12 159.350  53.292 165.114  3.7216e+12   0.139   0.683  -0.309   0.191   0.120
 159.016 164.202  86.687  2.8321e+12 158.859 163.774  86.377  1.7562e+12   0.247  -0.439   0.479   0.335   0.460
 159.057 179.996 142.762  6.8056e+12 158.631 179.411 142.915  4.5769e+12   0.259  -0.224  -0.138   0.048   0.073
 159.075 237.853  57.397  1.4553e+11 159.320 237.510  57.570  1.8049e+11  -0.043  -0.330  -0.595   0.047   0.047
 159.078 123.059 126.685  2.8355e+12 159.177 122.944 126.596  2.7123e+13  -0.163  -0.399   0.334   0.287   0.456
 159.107   5.697 189.643  2.5763e+12 159.453   6.209 189.958  1.3375e+13   0.143   0.312  -0.667   0.064   0.051
 159.132  88.012 125.622  6.3672e+11 159.537  87.913 126.202  7.2900e+10   0.626   0.449  -0.361   0.299   0.271
 159.196 122.964 126.640  1.3644e+12 159.177 122.944 126.596  2.7123e+13  -0.459  -0.440   0.403   0.774   0.119
 159.453 143.975 206.390  1.6518e+11 159.804 144.121 206.538  1.5921e+11  -0.070   0.415  -0.244   0.511   0.503
 159.473 152.261 130.855  3.2697e+11 159.609 152.725 130.834  1.1396e+11  -0.039  -0.001  -0.279   0.106   0.108
 159.486 248.318 179.079  2.9323e+11 159.285 248.360 179.360  3.3984e+11  -0.086  -0.633   0.033   0.376   0.306
 159.525  38.644  22.410  4.5745e+11 159.712  39.002  22.497  2.1856e+11  -0.406   0.129   0.339   0.054   0.060
 159.536  28.841   4.142  3.7305e+12 160.438  28.237   3.775  1.4369e+12   0.520   0.592   0.305   0.272   0.618
 159.538 179.284 125.965  2.6911e+11 159.604 179.750 125.934  1.1680e+11  -0.053  -0.015  -0.331   0.419   0.394
 159.566 167.457  55.213  1.0095e+11 159.190 167.037  55.321  4.9729e+10  -0.087   0.168   0.346   0.128   0.141
 159.585 180.707  71.398  6.9919e+10 159.530 181.123  71.473  1.0854e+11  -0.123  -0.043   0.152   0.147   0.127
 159.594 105.105 198.877  5.5691e+10 159.205 105.215 198.578  3.5502e+10  -0.314  -0.078   0.379   0.074   0.088
 159.604 179.750 125.934  1.1680e+11 159.538 179.284 125.965  2.6911e+11  -0.053  -0.015  -0.331   0.255   0.273
 159.609 152.725 130.834  1.1396e+11 159.473 152.261 130.855  3.2697e+11  -0.039  -0.001  -0.279   0.062   0.072
 159.646 156.043 165.131  5.7629e+11 159.853 155.870 165.289  6.5705e+11  -0.310   0.082   0.497   0.569   0.516
 159.666  74.673 199.669  6.2878e+12 159.732  74.337 199.645  1.5217e+11   0.014  -0.061   0.891   0.036   0.140
 159.712  39.002  22.497  2.1856e+11 159.525  38.644  22.410  4.5745e+11  -0.406   0.129   0.339   0.040   0.037
 159.776 117.070 120.191  6.3564e+11 160.195 117.155 120.481  7.9540e+10   0.211   0.597  -0.480   0.079   0.086
 159.827 142.770  15.999  1.1052e+12 160.047 142.680  16.273  1.0325e+11  -0.112   0.333   0.199   0.129   0.121
 159.866 196.411 132.223  8.5976e+11 159.519 196.322 132.727  1.9621e+11  -0.393  -0.634  -0.383   0.273   0.299
 159.926 194.949 126.971  1.0396e+12 160.206 195.017 126.692  7.0447e+11   0.109   0.489   0.228   0.098   0.097
 159.958 244.840   2.166  1.8130e+11 160.244 244.565   2.018  5.0271e+10   0.180   0.210  -0.043   0.239   0.250
 159.987 204.824 180.388  8.2305e+12 159.992 204.857 180.303  8.6613e+11   0.357  -0.862  -0.320   0.455   0.355
 159.992 204.857 180.303  8.6613e+11 159.987 204.824 180.388  8.2305e+12   0.357  -0.862  -0.320   0.384   0.489
 160.047 142.680  16.273  1.0325e+11 159.827 142.770  15.999  1.1052e+12  -0.112   0.333   0.199   0.335   0.359
 160.143  32.410 130.533  1.0072e+13 159.954  32.174 131.053  3.9708e+12  -0.052  -0.053  -0.043   0.134   0.233
 160.195 117.155 120.481  7.9540e+10 159.776 117.070 120.191  6.3564e+11   0.211   0.597  -0.480   0.212   0.173
 160.206 195.017 126.692  7.0447e+11 159.926 194.949 126.971  1.0396e+12   0.109   0.489   0.228   0.049   0.050
 160.244 244.565   2.018  5.0271e+10 159.958 244.840   2.166  1.8130e+11   0.180   0.210  -0.043   0.498   0.471
 160.260  31.897 186.572  7.6911e+11 160.437  32.365 186.482  6.2737e+10  -0.192   0.018  -0.285   0.059   0.066
 160.299 142.946  23.694  1.8401e+11 160.437 143.374  23.527  1.9675e+11  -0.211   0.177   0.280   0.215   0.214
 160.420 197.131 222.816  1.8835e+11 160.308 197.691 223.160  3.5529e+11  -0.390   0.108  -0.303   0.130   0.155
 160.421 167.573  19.006  3.7670e+10 160.450 167.408  19.501  3.1707e+11  -0.011   0.169   0.057   0.000   0.000
 160.438  28.237   3.775  1.4369e+12 159.536  28.841   4.142  3.7305e+12   0.520   0.592   0.305   0.663   0.227
 160.503  84.171 143.405  5.5229e+12 160.261  84.236 143.904  3.1789e+11  -0.605  -0.222  -0.265   0.126   0.030
 160.520  50.609 109.585  1.3401e+11 160.584  50.768 109.983  1.7019e+11  -0.844  -0.216   0.221   0.207   0.200
 160.565 147.975 240.575  1.2615e+11 161.005 148.214 240.673  2.4675e+11   0.436  -0.576  -0.551   0.339   0.336
 160.611 109.321  35.686  2.3916e+11 160.782 109.103  35.920  6.4960e+12   0.683   0.070  -0.438   0.262   0.295
 160.627 159.595 239.116  2.7859e+11 160.830 159.234 239.221  2.1640e+11  -0.127  -0.009   0.214   0.171   0.163
 160.656  92.531  13.491  5.8724e+12 160.468  92.645  13.499  3.1721e+11  -0.009  -0.071   0.744   0.399   0.661
 160.683  51.366  52.279  8.4594e+11 161.084  50.704  52.564  6.4038e+11  -0.384  -0.436  -0.471   0.118   0.110
 160.801 141.845  36.336  2.5014e+11 161.206 141.936  36.624  5.2168e+10   0.005   0.232  -0.080   0.090   0.096
 160.882  75.150 159.824  3.8726e+11 160.544  75.221 159.896  9.0570e+11  -0.140  -0.725   0.056   0.125   0.098
 160.892 157.950 242.736  1.2209e+11 160.684 158.238 243.183  1.9472e+11  -0.218  -0.290   0.085   0.000   0.000
 161.027   3.273 223.247  2.1531e+11 161.186   3.288 223.744  2.4119e+11  -0.169  -0.040   0.055   0.088   0.108
 161.064 203.013   3.731  3.8483e+10 161.226 202.734   3.601  8.4431e+11   0.326   0.340  -0.323   0.043   0.094
 161.154  48.572 170.742  2.0420e+11 161.369  48.805 171.097  8.9025e+10  -0.515   0.605  -0.086   0.131   0.125
 161.186   3.288 223.744  2.4119e+11 161.027   3.273 223.247  2.1531e+11  -0.169  -0.040   0.055   0.142   0.109
 161.198  38.171  99.265  6.1003e+11 160.825  38.503  99.688  4.5420e+11   0.299   0.173   0.128   0.186   0.235
 161.220  78.177 217.055  1.4499e+11 161.380  78.176 217.406  3.9499e+11   0.619  -0.036  -0.283   0.249   0.148
 161.560  11.181 196.427  8.3632e+11 161.576  11.210 196.445  3.2230e+13  -0.029   0.048  -0.055   0.424   0.278
 161.585 237.621  33.688  8.4553e+11 160.846 237.767  32.961  2.3062e+12  -0.103   0.158   0.137   1.206   0.465
 161.620  70.108 135.074  9.3227e+12 162.342  70.070 134.891  2.5888e+12  -0.145   0.581  -0.693   0.044   0.067
 161.643  11.167 196.414  1.7901e+12 161.576  11.210 196.445  3.2230e+13   0.185   0.366  -0.112   0.521   0.314
 161.782  63.156 134.970  1.2832e+11 162.099  63.357 135.124  4.5800e+10   0.017   0.125  -0.198   0.000   0.000
 161.922 230.619 195.105  4.8564e+11 162.368 230.542 195.238  1.4038e+11  -0.156  -0.522   0.220   0.059   0.058
 161.931 236.621  21.590  3.8080e+12 161.962 236.303  21.836  2.9431e+11   0.162  -0.067  -0.107   0.065   0.083
 161.983  58.665 117.594  4.2615e+11 162.311  58.573 117.303  9.2277e+10  -0.391   0.515  -0.604   0.359   0.361
 161.996 234.988 121.163  2.9146e+11 162.060 235.312 120.947  4.1098e+11  -0.255  -0.149  -0.299   0.067   0.138
 162.039  22.457 245.127  3.6707e+11 161.564  22.908 245.209  1.7033e+11   0.056   0.022   0.207   0.272   0.256
 162.060 235.312 120.947  4.1098e+11 161.996 234.988 121.163  2.9146e+11  -0.255  -0.149  -0.299   0.155   0.077
 162.128 137.677 197.449  1.5085e+12 162.406 137.716 197.304  5.0136e+10  -0.358   0.366  -0.590   0.705   0.708
 162.186 158.261 141.027  3.9268e+11 162.433 158.643 141.293  1.0813e+11  -0.009   0.050  -0.064   0.415   0.389
 162.336  99.720 234.337  2.7683e+11 162.770  99.713 234.347  4.1355e+11  -0.010   0.393   0.724   0.000   0.000
 162.368 230.542 195.238  1.4038e+11 161.922 230.619 195.105  4.8564e+11  -0.156  -0.522   0.220   0.179   0.175
 162.377 213.073 106.586  5.7602e+11 162.369 213.007 106.906  8.0542e+11   0.338   0.296   0.070   0.194   0.143
 162.399 162.504 139.316  3.0190e+11 162.399 162.504 139.316  3.0190e+11    -NaN    -NaN    -NaN   0.766   0.411
 162.489 246.779 186.898  1.8550e+11 162.672 247.045 187.120  5.3835e+11   0.040  -0.189   0.194   0.360   0.341
 162.507 124.472  15.730  8.8320e+11 162.140 124.206  15.774  8.6179e+10   0.415  -0.550   0.155   0.278   0.310
 162.527  38.568 174.302  1.4363e+11 162.271  38.302 174.198  1.2453e+11   0.373  -0.259  -0.252   0.250   0.243
 162.562  25.666  35.906  2.3550e+11 162.785  25.758  36.121  5.6004e+12  -0.169   0.014   0.169   0.189   0.122
 162.591   2.194  63.043  1.2478e+12 162.612   1.815  63.650  1.1938e+11  -0.203   0.604   0.384   0.057   0.056
 162.636   9.724  44.527  8.6545e+11 162.861  10.086  44.498  1.8808e+12  -0.170   0.085  -0.260   0.173   0.060
 162.653 120.606   3.790  1.2089e+12 162.899 121.342   3.925  1.3298e+12   0.258  -0.049  -0.203   0.536   0.609
 162.755 247.570 112.541  5.4269e+11 162.653 247.857 112.496  9.3361e+10  -0.174  -0.099  -0.238   0.054   0.155
 162.768  56.033  72.385  9.3009e+11 163.347  56.416  72.381  6.5109e+11  -0.241   0.359  -0.523   0.188   0.189
 162.816 230.830  79.855  5.3090e+11 163.161 230.514  79.847  4.3442e+11   0.052   0.043   0.555   0.066   0.070
 162.861  10.086  44.498  1.8808e+12 162.636   9.724  44.527  8.6545e+11  -0.170   0.085  -0.260   0.048   0.111
 162.899 121.342   3.925  1.3298e+12 162.653 120.606   3.790  1.2089e+12   0.258  -0.049  -0.203   0.283   0.247
 162.964 211.106 205.596  7.5624e+11 163.215 210.944 206.162  4.0867e+11   0.292   0.068  -0.111   0.087   0.096
 163.161 230.514  79.847  4.3442e+11 162.816 230.830  79.855  5.3090e+11   0.052   0.043   0.555   0.034   0.033
 163.268  50.511 236.816  4.7019e+11 163.126  50.090 236.837  4.6458e+12   0.309  -0.095   0.164   0.000   0.000
 163.327 197.965   5.950  4.9729e+10 163.600 198.196   5.899  5.9729e+11  -0.270   0.294  -0.112   0.050   0.080
 163.347  56.416  72.381  6.5109e+11 162.768  56.033  72.385  9.3009e+11  -0.241   0.359  -0.523   0.290   0.287
 163.352  12.896 249.321  6.2639e+12 163.095  12.322 249.492  6.6922e+12   0.182  -0.055   0.088   0.384   0.162
 163.451 140.347  62.411  2.9458e+11 163.678 140.055  62.266  6.9377e+10   0.203   0.106   0.102   0.091   0.069
 163.453 208.254 160.822  1.6260e+11 163.616 208.500 161.012  1.6504e+11   0.348  -0.038  -0.248   0.176   0.125
 163.602  63.485 165.696  7.4513e+11 163.035  63.335 165.780  3.0583e+11   0.088  -0.525  -0.342   0.145   0.198
 163.611 203.262 248.790  1.0447e+11 163.445 203.565 249.086  2.2683e+11   0.058  -0.082   0.116   0.047   0.037
 163.613 156.277   7.006  1.0867e+11 163.785 155.920   6.961  6.8971e+10   0.400   0.227  -0.275   0.134   0.121
 163.644  84.256 213.128  9.6992e+11 164.296  84.488 213.352  5.6138e+11   0.083   0.143  -0.388   0.084   0.066
 163.652 208.749 181.735  1.5258e+11 163.798 209.346 181.888  5.8388e+11  -0.467  -0.085   0.777   0.075   0.085
 163.678 140.055  62.266  6.9377e+10 163.451 140.347  62.411  2.9458e+11   0.203   0.106   0.102   0.039   0.046
 163.689  32.458 178.212  6.7981e+11 163.775  32.780 178.052  1.3823e+12  -0.909   0.098  -0.287   0.291   0.268
 164.161 134.918 195.712  6.5163e+11 164.728 134.641 195.564  7.2765e+11   0.096  -0.139   0.624   0.076   0.066
 164.204  98.029 143.483  4.5258e+10 164.571  98.044 143.624  5.4133e+11  -0.189   0.343   0.454   0.205   0.174
 164.237 135.303 146.042  6.7670e+11 164.559 135.403 146.478  3.1369e+11  -0.041  -0.040   0.040   0.404   0.337
 164.248 170.362  39.583  1.1369e+12 164.408 170.588  40.153  3.5474e+11  -0.474   0.180   0.063   0.174   0.110
 164.296  84.488 213.352  5.6138e+11 163.644  84.256 213.128  9.6992e+11   0.083   0.143  -0.388   0.158   0.199
 164.318 154.046 127.247  3.8076e+10 164.137 154.074 127.655  9.4851e+10   0.363   0.257   0.143   0.274   0.243
 164.318 102.314 147.195  4.8374e+10 164.009 102.594 147.124  1.3713e+11  -0.255  -0.213   0.264   0.323   0.366
 164.371  42.237  45.930  4.1802e+11 163.860  42.466  45.907  4.0014e+11  -0.187  -0.449  -0.331   0.164   0.244
 164.386 210.842  35.859  1.2393e+13 164.647 210.585  35.880  1.0301e+12  -0.042  -0.030   0.149   0.082   0.347
 164.517 243.471  31.626  1.9817e+12 164.797 243.381  31.921  1.3801e+12   0.181  -0.168  -0.223   0.159   0.167
