# lambda_1A lambda_2A lambda_3A eigen1_xA eigen1_yA eigen1_zA eigen2_xA eigen2_yA eigen2_zA eigen3_xA eigen3_yA eigen3_zA# lambda_1B lambda_2B lambda_3B eigen1_xB eigen1_yB eigen1_zB eigen2_xB eigen2_yB eigen2_zB eigen3_xB eigen3_yB eigen3_zB 
# 5481
0.315307 0.176185 -0.326131 0.697357 0.233361 0.677669 -0.699695 0.016778 0.714245 0.155307 -0.972245 0.174982 0.246763 0.176769 -0.272096 0.577415 0.131065 0.805863 -0.811101 -0.020724 0.584539 0.093313 -0.991157 0.094340 
0.192283 0.129146 -0.255803 0.133374 0.967194 0.216209 -0.950426 0.062992 0.304505 0.280896 -0.246104 0.927648 0.192283 0.129146 -0.255803 0.133374 0.967194 0.216209 -0.950426 0.062992 0.304505 0.280896 -0.246104 0.927648 
1.664170 0.701666 0.100993 0.834080 -0.246399 0.493556 -0.421800 -0.861477 0.282741 -0.355520 0.444011 0.822472 2.138826 0.743011 0.339755 0.531002 -0.558333 0.637418 0.617925 0.769870 0.159588 -0.579832 0.309135 0.753810 
1.688623 0.802967 0.047223 -0.736002 0.666418 0.119111 0.673974 0.737864 0.036269 0.063717 -0.106971 0.992218 1.688623 0.802967 0.047223 -0.736002 0.666418 0.119111 0.673974 0.737864 0.036269 0.063717 -0.106971 0.992218 
3.193036 2.719903 1.521067 -0.066370 -0.866704 0.494387 -0.222183 0.495877 0.839488 0.972743 0.054127 0.225479 2.364476 2.182973 0.706550 -0.430675 -0.572698 0.697522 -0.246602 0.818134 0.519465 0.868163 -0.051710 0.493578 
1.010201 0.222603 -0.515703 -0.659211 0.256256 0.706946 0.699098 -0.137403 0.701699 -0.276951 -0.956793 0.088571 1.111600 0.192508 -0.662661 -0.669330 0.258682 0.696477 0.696265 -0.108714 0.709504 -0.259253 -0.959825 0.107346 
0.779377 0.104964 -0.495985 -0.525162 0.784110 0.330721 0.381943 -0.130111 0.914981 -0.760476 -0.606830 0.231156 0.779377 0.104964 -0.495985 -0.525162 0.784110 0.330721 0.381943 -0.130111 0.914981 -0.760476 -0.606830 0.231156 
1.111600 0.192508 -0.662661 -0.669330 0.258682 0.696477 0.696265 -0.108714 0.709504 -0.259253 -0.959825 0.107346 1.010201 0.222603 -0.515703 -0.659211 0.256256 0.706946 0.699098 -0.137403 0.701699 -0.276951 -0.956793 0.088571 
3.654697 2.861242 -2.332149 0.659607 0.007090 0.751577 -0.750565 -0.046518 0.659157 -0.039635 0.998892 0.025362 4.638055 3.751106 -3.432941 0.696350 0.049319 0.716006 -0.717360 0.017017 0.696495 0.022166 -0.998638 0.047229 
1.152865 0.330308 0.271212 -0.282991 -0.222744 0.932899 0.780311 -0.619040 0.088899 0.557701 0.753110 0.348992 1.152865 0.330308 0.271212 -0.282991 -0.222744 0.932899 0.780311 -0.619040 0.088899 0.557701 0.753110 0.348992 
1.740665 0.211141 -0.858477 -0.087586 -0.098212 0.991304 0.969359 -0.237670 0.062101 0.229504 0.966368 0.116019 1.721553 0.206735 -0.886518 -0.055669 -0.176488 0.982727 0.971962 -0.234782 0.012895 0.228451 0.955892 0.184610 
0.718429 -0.016856 -0.531655 0.577966 -0.552196 0.600862 -0.112508 0.675346 0.728869 -0.808268 -0.488863 0.328200 0.556382 0.156999 -0.562079 0.596061 -0.499111 0.628968 -0.240721 0.636220 0.732992 -0.766006 -0.588313 0.259080 
1.266387 0.730668 -0.083304 -0.776054 -0.199390 0.598318 0.499679 -0.773229 0.390433 0.384788 0.601964 0.699698 1.235614 0.587776 -0.152403 -0.863631 -0.304015 0.402140 0.454588 -0.814475 0.360528 0.217927 0.494171 0.841607 
0.636917 -0.100032 -0.285087 0.197875 -0.979738 0.030976 0.269982 0.084851 0.959119 -0.942314 -0.181423 0.281301 0.616924 -0.088870 -0.281886 0.173477 -0.984752 0.012970 0.426072 0.086919 0.900504 -0.887901 -0.150691 0.434654 
0.503779 0.265515 -0.590737 -0.881114 0.439885 0.173608 -0.251644 -0.746944 0.615426 0.400392 0.498573 0.768838 0.503779 0.265515 -0.590737 -0.881114 0.439885 0.173608 -0.251644 -0.746944 0.615426 0.400392 0.498573 0.768838 
0.443953 -0.108034 -0.404175 -0.782281 -0.448233 0.432578 0.243773 0.418766 0.874763 0.573246 -0.789761 0.218325 0.443953 -0.108034 -0.404175 -0.782281 -0.448233 0.432578 0.243773 0.418766 0.874763 0.573246 -0.789761 0.218325 
0.222205 0.006906 -0.252822 0.025101 -0.428712 0.903092 -0.978584 0.174092 0.109844 0.204312 0.886509 0.415161 0.222205 0.006906 -0.252822 0.025101 -0.428712 0.903092 -0.978584 0.174092 0.109844 0.204312 0.886509 0.415161 
0.443953 -0.108034 -0.404175 -0.782281 -0.448233 0.432578 0.243773 0.418766 0.874763 0.573246 -0.789761 0.218325 0.443953 -0.108034 -0.404175 -0.782281 -0.448233 0.432578 0.243773 0.418766 0.874763 0.573246 -0.789761 0.218325 
0.207980 -0.057813 -0.296230 -0.937134 0.347076 0.036315 0.298133 0.742181 0.600236 -0.181376 -0.573328 0.798998 0.187746 -0.062378 -0.304324 -0.919617 0.390700 0.040721 0.343811 0.750414 0.564511 -0.189997 -0.533134 0.824420 
0.337180 0.035300 -0.247318 -0.764371 -0.225255 0.604150 0.482600 0.421507 0.767743 0.427592 -0.878403 0.213480 0.337180 0.035300 -0.247318 -0.764371 -0.225255 0.604150 0.482600 0.421507 0.767743 0.427592 -0.878403 0.213480 
1.186746 -0.230562 -0.390611 -0.706314 -0.407910 0.578559 0.502954 -0.864301 0.004643 0.498155 0.294267 0.815627 1.186746 -0.230562 -0.390611 -0.706314 -0.407910 0.578559 0.502954 -0.864301 0.004643 0.498155 0.294267 0.815627 
0.138206 -0.054763 -0.218610 -0.988986 0.081166 0.123768 -0.080652 -0.996700 0.009164 0.124104 -0.000919 0.992269 0.070560 -0.047929 -0.191582 -0.983483 0.125909 0.130030 0.140714 0.983725 0.111737 0.113845 -0.128188 0.985194 
1.058810 0.762446 0.283307 0.321367 -0.413354 0.851975 -0.905552 -0.397273 0.148831 -0.276947 0.819337 0.501984 1.064962 0.732709 0.267125 0.504019 -0.370247 0.780309 -0.834906 -0.440166 0.330432 -0.221124 0.818029 0.530974 
0.144471 -0.038325 -0.336121 0.664860 0.267342 0.697488 -0.726561 0.448225 0.520772 -0.173408 -0.853008 0.492247 0.144471 -0.038325 -0.336121 0.664860 0.267342 0.697488 -0.726561 0.448225 0.520772 -0.173408 -0.853008 0.492247 
1.216687 -0.296161 -0.722519 -0.685763 -0.404441 0.605109 0.582626 0.193232 0.789436 -0.436206 0.893918 0.103126 1.216687 -0.296161 -0.722519 -0.685763 -0.404441 0.605109 0.582626 0.193232 0.789436 -0.436206 0.893918 0.103126 
0.144471 -0.038325 -0.336121 0.664860 0.267342 0.697488 -0.726561 0.448225 0.520772 -0.173408 -0.853008 0.492247 0.144471 -0.038325 -0.336121 0.664860 0.267342 0.697488 -0.726561 0.448225 0.520772 -0.173408 -0.853008 0.492247 
2.015392 0.358399 0.210559 0.558388 -0.349792 0.752229 -0.829577 -0.233286 0.507325 0.001974 0.907316 0.420444 1.960543 0.420606 0.261621 0.654352 -0.476291 0.587342 -0.701046 -0.090924 0.707296 0.283475 0.874574 0.393398 
1.185909 -0.403021 -0.740344 -0.222487 0.487359 0.844382 0.015881 -0.864163 0.502961 0.974806 0.125312 0.184526 1.185909 -0.403021 -0.740344 -0.222487 0.487359 0.844382 0.015881 -0.864163 0.502961 0.974806 0.125312 0.184526 
1.653289 0.955537 0.433948 0.434579 -0.860224 0.266749 -0.847065 -0.289769 0.445551 0.305978 0.419580 0.854593 1.653289 0.955537 0.433948 0.434579 -0.860224 0.266749 -0.847065 -0.289769 0.445551 0.305978 0.419580 0.854593 
0.322070 0.070152 -0.260058 0.876066 -0.480575 0.039441 0.007946 0.096173 0.995333 -0.482125 -0.871664 0.088073 0.322070 0.070152 -0.260058 0.876066 -0.480575 0.039441 0.007946 0.096173 0.995333 -0.482125 -0.871664 0.088073 
0.183513 0.108352 -0.001952 0.725040 -0.332533 0.603108 -0.648481 -0.034729 0.760438 0.231926 0.942452 0.240822 0.183513 0.108352 -0.001952 0.725040 -0.332533 0.603108 -0.648481 -0.034729 0.760438 0.231926 0.942452 0.240822 
0.970320 0.804531 0.026680 -0.393054 -0.422653 0.816623 -0.718491 0.695393 0.014088 0.573828 0.581199 0.577000 1.261477 0.980267 0.000120 -0.806136 0.198670 0.557383 0.212311 -0.782124 0.585838 0.552331 0.590603 0.588318 
1.064707 0.573711 -0.227715 -0.565094 -0.291891 0.771666 0.731369 0.255605 0.632269 -0.381796 0.921665 0.069039 1.064707 0.573711 -0.227715 -0.565094 -0.291891 0.771666 0.731369 0.255605 0.632269 -0.381796 0.921665 0.069039 
1.813040 0.809504 -0.514750 0.875067 -0.344713 0.339751 0.152085 0.862242 0.483124 -0.459487 -0.371095 0.806945 1.827123 0.855488 -0.406113 0.890285 -0.261418 0.372898 0.015205 0.835437 0.549376 -0.455149 -0.483431 0.747752 
5.551942 5.262218 2.306049 -0.188169 0.895126 0.404156 -0.208131 -0.438504 0.874297 0.959830 0.080398 0.268817 6.342761 5.977343 3.780288 -0.415921 0.704235 0.575380 -0.239965 -0.695268 0.677510 0.877170 0.143720 0.458168 
1.064962 0.732709 0.267125 0.504019 -0.370247 0.780309 -0.834906 -0.440166 0.330432 -0.221124 0.818029 0.530974 1.058810 0.762446 0.283307 0.321367 -0.413354 0.851975 -0.905552 -0.397273 0.148831 -0.276947 0.819337 0.501984 
1.080765 0.293216 -0.215640 0.203151 -0.973631 0.103789 0.869973 0.228123 0.437158 -0.449307 0.001485 0.893376 0.979768 0.071471 -0.268622 0.284187 -0.949729 0.131352 0.897331 0.311722 0.312454 -0.337692 0.029071 0.940808 
0.711559 -0.223676 -0.772977 -0.364537 -0.850230 0.379766 -0.289983 0.491201 0.821359 0.884885 -0.189290 0.425614 0.607437 -0.273095 -0.638861 -0.343854 -0.846364 0.406734 -0.340203 0.516003 0.786132 0.875229 -0.131942 0.465365 
0.169117 0.157022 -0.205902 -0.975389 -0.061059 0.211868 0.203240 -0.621565 0.756539 0.085496 0.780980 0.618677 0.169117 0.157022 -0.205902 -0.975389 -0.061059 0.211868 0.203240 -0.621565 0.756539 0.085496 0.780980 0.618677 
1.261477 0.980267 0.000120 -0.806136 0.198670 0.557383 0.212311 -0.782124 0.585838 0.552331 0.590603 0.588318 0.970320 0.804531 0.026680 -0.393054 -0.422653 0.816623 -0.718491 0.695393 0.014088 0.573828 0.581199 0.577000 
0.306749 0.027248 -0.428003 0.026641 0.994821 0.098084 0.562767 -0.096019 0.821020 -0.826186 -0.033325 0.562411 0.306624 0.001547 -0.401826 0.089779 0.989492 0.113336 0.496637 -0.143116 0.856078 -0.863303 0.020571 0.504267 
1.413050 0.528462 0.190303 -0.505088 0.624155 0.596084 -0.740867 -0.667834 0.071515 0.442721 -0.405497 0.799731 1.413050 0.528462 0.190303 -0.505088 0.624155 0.596084 -0.740867 -0.667834 0.071515 0.442721 -0.405497 0.799731 
1.566228 1.423668 0.855726 0.877398 0.473064 0.079893 -0.392699 0.612482 0.686042 0.275608 -0.633306 0.723162 1.678765 1.582541 0.879936 0.937771 0.340314 0.069074 -0.257766 0.548909 0.795145 0.232684 -0.763469 0.602473 
4.431266 3.230488 2.471051 0.946233 -0.287271 0.148724 -0.284209 -0.518693 0.806339 0.154496 0.805253 0.572450 4.431266 3.230488 2.471051 0.946233 -0.287271 0.148724 -0.284209 -0.518693 0.806339 0.154496 0.805253 0.572450 
0.349845 0.162545 -0.332144 -0.549780 -0.457506 0.698878 0.152466 0.767652 0.622466 0.821277 -0.448774 0.352286 0.349845 0.162545 -0.332144 -0.549780 -0.457506 0.698878 0.152466 0.767652 0.622466 0.821277 -0.448774 0.352286 
0.865731 0.299197 -0.413949 0.865770 -0.074862 0.494811 -0.236741 -0.932382 0.273161 -0.440904 0.353637 0.824951 0.962592 0.605899 -0.664734 0.827622 -0.167826 0.535608 -0.324904 -0.921370 0.213342 -0.457689 0.350588 0.817073 
0.964000 -0.111183 -0.885826 0.145242 0.176382 0.973547 0.168188 -0.974062 0.151384 -0.974996 -0.141751 0.171140 0.964000 -0.111183 -0.885826 0.145242 0.176382 0.973547 0.168188 -0.974062 0.151384 -0.974996 -0.141751 0.171140 
2.274197 0.862532 -2.611600 -0.143983 0.252242 0.956892 -0.323846 -0.925733 0.195300 0.935090 -0.281766 0.214978 1.816576 0.621313 -1.956848 -0.116662 0.265067 0.957146 -0.304238 -0.926934 0.219618 0.945425 -0.265579 0.188781 
2.600963 1.718975 1.402709 0.732316 -0.297885 0.612355 -0.265276 0.703412 0.659424 -0.627170 -0.645349 0.436098 2.600963 1.718975 1.402709 0.732316 -0.297885 0.612355 -0.265276 0.703412 0.659424 -0.627170 -0.645349 0.436098 
2.600963 1.718975 1.402709 0.732316 -0.297885 0.612355 -0.265276 0.703412 0.659424 -0.627170 -0.645349 0.436098 2.600963 1.718975 1.402709 0.732316 -0.297885 0.612355 -0.265276 0.703412 0.659424 -0.627170 -0.645349 0.436098 
0.418672 0.139354 -0.333260 -0.456907 0.822824 0.337929 -0.849688 -0.516131 0.107882 0.263184 -0.237842 0.934968 0.421975 0.123623 -0.249657 -0.524085 0.766696 0.370825 -0.809634 -0.583610 0.062385 0.264247 -0.267538 0.926605 
0.159885 -0.002683 -0.157842 0.878323 -0.033655 0.476881 -0.327291 -0.769429 0.548507 -0.348466 0.637846 0.686822 0.159885 -0.002683 -0.157842 0.878323 -0.033655 0.476881 -0.327291 -0.769429 0.548507 -0.348466 0.637846 0.686822 
2.259978 1.970143 -0.407739 0.132640 0.971271 0.197582 0.286480 -0.228403 0.930463 -0.948860 0.066813 0.308545 2.710116 2.298679 -0.024250 0.123289 -0.944098 0.305743 0.311837 0.329344 0.891230 -0.942103 -0.014537 0.335009 
0.962592 0.605899 -0.664734 0.827622 -0.167826 0.535608 -0.324904 -0.921370 0.213342 -0.457689 0.350588 0.817073 0.865731 0.299197 -0.413949 0.865770 -0.074862 0.494811 -0.236741 -0.932382 0.273161 -0.440904 0.353637 0.824951 
3.610719 2.876483 0.833739 0.987236 0.018478 0.158191 -0.137098 -0.406897 0.903127 -0.081056 0.913287 0.399170 3.592359 3.001010 0.803065 -0.999014 0.005274 0.044074 0.038401 -0.395339 0.917732 0.022264 0.918520 0.394747 
7.887116 5.890826 0.886171 0.020590 0.976630 0.213939 -0.592827 -0.160382 0.789198 0.805067 -0.143078 0.575670 7.887116 5.890826 0.886171 0.020590 0.976630 0.213939 -0.592827 -0.160382 0.789198 0.805067 -0.143078 0.575670 
2.703032 2.476772 1.568834 -0.436364 -0.384318 0.813563 0.662305 -0.749233 0.001306 0.609046 0.539398 0.581475 2.703032 2.476772 1.568834 -0.436364 -0.384318 0.813563 0.662305 -0.749233 0.001306 0.609046 0.539398 0.581475 
0.613595 -0.019842 -0.160540 0.822457 -0.282526 0.493705 -0.532026 -0.074950 0.843404 0.201280 0.956327 0.211954 0.613595 -0.019842 -0.160540 0.822457 -0.282526 0.493705 -0.532026 -0.074950 0.843404 0.201280 0.956327 0.211954 
0.159885 -0.002683 -0.157842 0.878323 -0.033655 0.476881 -0.327291 -0.769429 0.548507 -0.348466 0.637846 0.686822 0.159885 -0.002683 -0.157842 0.878323 -0.033655 0.476881 -0.327291 -0.769429 0.548507 -0.348466 0.637846 0.686822 
1.058991 0.441860 -0.223675 0.677466 -0.285236 0.677997 -0.575741 0.368028 0.730122 -0.457779 -0.884983 0.085105 0.929253 0.351639 -0.170414 0.619949 -0.316271 0.718078 -0.566948 0.452108 0.688599 -0.542433 -0.834009 0.100974 
0.309804 0.137937 0.072111 0.416781 -0.460257 0.783873 -0.422546 0.665415 0.615368 -0.804828 -0.587696 0.082852 0.309804 0.137937 0.072111 0.416781 -0.460257 0.783873 -0.422546 0.665415 0.615368 -0.804828 -0.587696 0.082852 
3.643801 2.951798 -0.682082 -0.898702 0.118424 0.422267 0.438036 0.289387 0.851105 0.021407 -0.949858 0.311947 3.534370 2.631481 -0.472915 -0.989492 0.029335 0.141580 0.143040 0.341472 0.928944 0.021095 -0.939434 0.342080 
1.797982 0.936128 0.540632 0.604758 -0.514628 0.607803 -0.787711 -0.274030 0.551742 0.117386 0.812444 0.571100 1.797982 0.936128 0.540632 0.604758 -0.514628 0.607803 -0.787711 -0.274030 0.551742 0.117386 0.812444 0.571100 
0.467348 -0.030587 -0.245110 -0.552418 0.367446 0.748210 0.620514 0.780622 0.074774 0.556594 -0.505581 0.659235 0.423874 0.032089 -0.271754 -0.518230 0.343210 0.783354 0.632281 0.770524 0.080699 0.575897 -0.537121 0.616315 
1.865132 1.256004 0.831192 -0.241368 0.920706 0.306661 0.665078 -0.073178 0.743180 -0.706691 -0.383334 0.594679 2.459795 1.583060 1.153460 -0.411265 0.843008 0.346696 0.646778 0.001875 0.762676 -0.642292 -0.537898 0.546010 
2.909125 0.902448 -2.173456 0.032091 0.771587 0.635314 -0.086510 -0.631112 0.770853 0.995734 -0.079699 0.046497 2.909125 0.902448 -2.173456 0.032091 0.771587 0.635314 -0.086510 -0.631112 0.770853 0.995734 -0.079699 0.046497 
0.896157 0.574328 0.137921 0.247366 -0.737168 0.628803 0.357948 0.672589 0.647686 -0.900380 0.064863 0.430243 0.896157 0.574328 0.137921 0.247366 -0.737168 0.628803 0.357948 0.672589 0.647686 -0.900380 0.064863 0.430243 
1.007593 0.581896 -0.051952 -0.513776 -0.333450 0.790472 0.758366 0.254296 0.600179 -0.401143 0.907824 0.122226 1.049420 0.499639 0.064528 -0.394324 -0.335466 0.855553 0.832507 0.263840 0.487155 -0.389153 0.904351 0.175239 
0.213830 0.037522 -0.244904 -0.625452 0.709978 0.323637 -0.263613 -0.582666 0.768771 0.734383 0.395514 0.551589 0.217574 0.114176 -0.252814 -0.588841 0.793132 0.155585 -0.378571 -0.440722 0.813909 0.714108 0.420363 0.559772 
0.552010 0.246412 -0.261438 -0.947462 0.002267 0.319859 0.076535 -0.969322 0.233574 0.310576 0.245783 0.918223 0.552010 0.246412 -0.261438 -0.947462 0.002267 0.319859 0.076535 -0.969322 0.233574 0.310576 0.245783 0.918223 
0.900690 0.392031 -0.172160 0.560637 -0.824605 0.075579 -0.256415 -0.086094 0.962725 0.787361 0.559119 0.259708 0.864817 0.331467 -0.157044 0.419746 -0.883854 0.206435 -0.340994 0.057217 0.938322 0.841152 0.464250 0.277372 
0.552010 0.246412 -0.261438 -0.947462 0.002267 0.319859 0.076535 -0.969322 0.233574 0.310576 0.245783 0.918223 0.552010 0.246412 -0.261438 -0.947462 0.002267 0.319859 0.076535 -0.969322 0.233574 0.310576 0.245783 0.918223 
0.339597 -0.215193 -0.304424 0.660063 -0.738154 0.139444 0.239275 0.382547 0.892415 -0.712084 -0.555685 0.429127 0.341472 -0.158235 -0.339886 0.646106 -0.760780 0.061328 0.437698 0.435149 0.786807 -0.625274 -0.481518 0.614144 
1.749897 0.930399 -0.107149 -0.208514 -0.862499 0.461105 0.934176 -0.036061 0.354987 -0.289547 0.504773 0.813244 1.749897 0.930399 -0.107149 -0.208514 -0.862499 0.461105 0.934176 -0.036061 0.354987 -0.289547 0.504773 0.813244 
0.198708 -0.100055 -0.164807 -0.368717 0.179059 0.912133 0.622121 -0.681561 0.385280 0.690662 0.709516 0.139907 0.196586 -0.031590 -0.208768 -0.348365 0.347118 0.870718 0.521109 -0.700414 0.487715 0.779158 0.623642 0.063113 
0.154002 0.097124 -0.122844 0.203116 0.968092 0.146772 0.395962 -0.218304 0.891940 -0.895521 0.123052 0.427668 0.177693 0.071305 -0.144731 0.227461 0.903654 0.362864 0.236110 -0.412692 0.879737 -0.944729 0.114430 0.307233 
6.117916 5.788239 2.975079 0.327498 -0.881566 0.339979 -0.766455 -0.037452 0.641206 0.552533 0.470572 0.687946 6.734690 6.313119 4.010080 -0.338871 -0.596556 0.727521 -0.795355 0.594708 0.117185 0.502571 0.538927 0.676003 
1.126239 0.811240 0.518653 0.495736 -0.360353 0.790185 -0.472388 0.651604 0.593516 -0.728763 -0.667501 0.152796 0.995091 0.782148 0.575403 0.440215 -0.021995 0.897623 -0.451816 0.858486 0.242617 -0.775933 -0.512365 0.367981 
5.092769 3.803702 2.982921 0.224852 -0.906787 0.356622 0.820050 0.373779 0.433368 -0.526270 0.195004 0.827655 5.082452 3.589497 1.530168 0.183305 -0.950037 0.252643 0.699438 0.306630 0.645573 -0.690787 0.058371 0.720699 
1.632773 0.864876 -0.969615 -0.607221 0.179955 0.773886 0.782710 0.302889 0.543712 0.136558 -0.935882 0.324773 1.632773 0.864876 -0.969615 -0.607221 0.179955 0.773886 0.782710 0.302889 0.543712 0.136558 -0.935882 0.324773 
0.441984 -0.030380 -0.505558 -0.991644 0.044863 0.120955 0.031794 -0.823678 0.566166 0.125028 0.565281 0.815369 0.623520 0.005130 -0.606571 -0.992216 0.124482 0.003374 -0.101540 -0.824446 0.556757 0.072088 0.552081 0.830668 
0.409673 -0.037007 -0.397817 -0.818350 0.506491 0.271608 0.551192 0.557835 0.620489 -0.162759 -0.657485 0.735678 0.409673 -0.037007 -0.397817 -0.818350 0.506491 0.271608 0.551192 0.557835 0.620489 -0.162759 -0.657485 0.735678 
0.864817 0.331467 -0.157044 0.419746 -0.883854 0.206435 -0.340994 0.057217 0.938322 0.841152 0.464250 0.277372 0.900690 0.392031 -0.172160 0.560637 -0.824605 0.075579 -0.256415 -0.086094 0.962725 0.787361 0.559119 0.259708 
0.234891 0.015036 -0.365328 0.593636 -0.396682 0.700172 -0.623523 0.323310 0.711821 0.508739 0.859136 0.055412 0.234891 0.015036 -0.365328 0.593636 -0.396682 0.700172 -0.623523 0.323310 0.711821 0.508739 0.859136 0.055412 
0.877247 0.555155 0.041219 -0.696155 0.217978 0.683998 0.399848 -0.673586 0.621614 0.596229 0.706235 0.381762 1.014959 0.431217 -0.037052 -0.756235 0.121485 0.642923 0.528540 -0.465792 0.709706 0.385687 0.876515 0.288039 
0.995091 0.782148 0.575403 0.440215 -0.021995 0.897623 -0.451816 0.858486 0.242617 -0.775933 -0.512365 0.367981 1.126239 0.811240 0.518653 0.495736 -0.360353 0.790185 -0.472388 0.651604 0.593516 -0.728763 -0.667501 0.152796 
1.003437 0.679165 0.241185 0.194649 -0.980707 0.018047 -0.605827 -0.105733 0.788539 0.771417 0.164422 0.614720 1.003437 0.679165 0.241185 0.194649 -0.980707 0.018047 -0.605827 -0.105733 0.788539 0.771417 0.164422 0.614720 
0.234891 0.015036 -0.365328 0.593636 -0.396682 0.700172 -0.623523 0.323310 0.711821 0.508739 0.859136 0.055412 0.234891 0.015036 -0.365328 0.593636 -0.396682 0.700172 -0.623523 0.323310 0.711821 0.508739 0.859136 0.055412 
2.271339 2.060005 1.482809 0.996431 -0.042785 0.072761 -0.001010 0.855914 0.517118 -0.084402 -0.515345 0.852816 1.753743 1.099347 0.604009 -0.256927 0.847635 0.464224 -0.943069 -0.324875 0.071249 0.211208 -0.419490 0.882847 
0.894227 0.507199 -0.062316 0.193241 -0.392116 0.899390 -0.943474 -0.325849 0.060649 -0.269284 0.860272 0.432919 0.894227 0.507199 -0.062316 0.193241 -0.392116 0.899390 -0.943474 -0.325849 0.060649 -0.269284 0.860272 0.432919 
1.061162 0.278078 -0.432999 0.418846 0.295397 0.858667 0.090191 -0.954466 0.284359 -0.903567 0.041659 0.426417 1.061162 0.278078 -0.432999 0.418846 0.295397 0.858667 0.090191 -0.954466 0.284359 -0.903567 0.041659 0.426417 
1.632773 0.864876 -0.969615 -0.607221 0.179955 0.773886 0.782710 0.302889 0.543712 0.136558 -0.935882 0.324773 1.632773 0.864876 -0.969615 -0.607221 0.179955 0.773886 0.782710 0.302889 0.543712 0.136558 -0.935882 0.324773 
1.003437 0.679165 0.241185 0.194649 -0.980707 0.018047 -0.605827 -0.105733 0.788539 0.771417 0.164422 0.614720 1.003437 0.679165 0.241185 0.194649 -0.980707 0.018047 -0.605827 -0.105733 0.788539 0.771417 0.164422 0.614720 
0.615902 0.549685 0.052781 -0.997955 -0.063757 0.004478 -0.037777 0.644926 0.763311 0.051555 -0.761581 0.646016 0.615902 0.549685 0.052781 -0.997955 -0.063757 0.004478 -0.037777 0.644926 0.763311 0.051555 -0.761581 0.646016 
